employer_num_employees
2200000
1400000
1400000
1400000
1400000
400000
400000
400000
370000
358000
331000
331000
323000
323000
270000
270000
270000
269000
266000
256420
256420
256420
251196
243000
243000
239000
239000
239000
230800
230800
230800
230800
230800
217000
217000
217000
202000
200000
181000
178000
175000
170000
170000
161000
160000
154100
154100
154100
154100
154100
154100
154100
154100
154100
154100
154100
154100
154100
154100
154100
154100
154100
152000
141000
140000
139000
138000
136000
135000
135000
132000
132000
132000
132000
132000
132000
132000
132000
132000
128100
122655
122000
122000
120000
120000
120000
117300
117300
117300
117300
117300
117300
117300
117300
117300
117300
117300
117300
117300
117300
117300
117300
117300
115000
115000
115000
115000
115000
113000
111300
111300
111300
109400
109305
107000
100000
100000
100000
100000
100000
97531
92600
92600
92600
92600
92600
92600
92600
92600
92600
92600
92600
92600
92600
92600
88400
87900
84990
80000
79000
79000
74042
74042
72800
72800
71833
71833
71833
71833
68000
67100
66639
66639
66639
66639
66639
66639
66639
66639
66400
64000
61814
61814
61814
61254
61254
61254
60000
60000
60000
60000
60000
60000
60000
60000
60000
60000
60000
60000
60000
60000
60000
60000
60000
60000
60000
60000
60000
60000
60000
60000
60000
60000
60000
60000
60000
60000
60000
60000
60000
60000
60000
60000
60000
60000
60000
58000
58000
58000
58000
57750
57750
57750
57750
55000
55000
55000
54000
54000
54000
53861
53861
53861
53861
53861
53861
53861
53600
53600
52000
50840
50840
50840
50000
50000
50000
49496
49000
48600
48151
48151
48151
48151
48151
48151
48151
48151
47756
47756
47756
47756
47756
47756
47756
47756
47756
47756
47756
47756
47756
47756
47756
47756
47756
47756
47756
47756
47756
47756
47395
46818
46544
46544
46544
46544
46544
46544
46544
46544
46544
46544
46544
46544
46544
46544
46544
46544
46544
46000
45400
45400
45400
45000
43000
43000
43000
43000
43000
43000
43000
40000
40000
40000
40000
40000
40000
40000
40000
40000
40000
40000
40000
40000
40000
40000
40000
40000
40000
40000
40000
40000
40000
40000
40000
40000
39800
39800
39331
39000
38400
38000
35615
35000
35000
35000
35000
35000
35000
35000
35000
35000
35000
35000
35000
35000
35000
35000
35000
35000
35000
35000
35000
35000
35000
35000
35000
35000
35000
35000
35000
35000
35000
35000
35000
35000
35000
35000
35000
35000
35000
35000
35000
35000
35000
35000
35000
35000
35000
35000
34719
33400
33000
32209
32209
32000
32000
32000
31000
31000
31000
31000
31000
31000
31000
31000
31000
31000
31000
30877
30000
30000
30000
30000
30000
29984
29977
29280
29280
29280
29000
29000
29000
29000
29000
29000
29000
29000
29000
29000
29000
29000
29000
29000
29000
29000
29000
29000
29000
29000
29000
29000
29000
29000
29000
29000
29000
29000
29000
29000
29000
29000
29000
29000
29000
29000
29000
29000
29000
29000
29000
29000
29000
29000
29000
29000
29000
29000
29000
29000
29000
29000
28500
27800
27800
27800
27800
27800
27800
27800
27800
27800
26900
26900
26800
26800
26800
26800
26527
25300
25300
25300
25000
24500
24500
24500
23000
23000
23000
22500
22500
22500
22500
22500
22500
22500
22500
22500
22500
22051
22000
22000
21000
21000
21000
21000
20500
20500
20000
20000
20000
20000
20000
20000
20000
20000
20000
19963
19963
19963
19963
19963
19963
19963
19963
19963
19963
19889
19889
19000
19000
19000
19000
19000
19000
19000
19000
19000
19000
19000
19000
19000
19000
18500
18500
18500
18500
18500
18500
18500
18000
18000
18000
17552
17000
17000
17000
17000
17000
17000
16866
16866
16866
16707
16000
15998
15935
15935
15500
15500
15382
15324
15324
15324
15000
15000
15000
15000
15000
15000
14600
14600
14600
14551
14551
14551
14551
14551
14551
14000
14000
14000
14000
14000
13948
13938
13938
13938
13923
13730
13000
13000
13000
13000
12700
12550
12550
12550
12550
12550
12500
12500
12500
12500
12500
12493
12493
12493
12493
12493
12400
12392
12392
12300
12300
12300
12200
12126
12000
12000
12000
12000
12000
12000
12000
12000
11983
11900
11794
11794
11661
11661
11661
11650
11600
11300
11273
11273
11000
11000
11000
11000
11000
11000
11000
10941
10941
10900
10800
10671
10500
10500
10400
10400
10400
10389
10389
10389
10000
10000
10000
10000
10000
9872
9770
9770
9770
9700
9700
9625
9500
9500
9500
9500
9454
9454
9454
9454
9436
9436
9436
9337
9300
9300
9225
9062
9061
9061
9036
9000
9000
9000
9000
9000
9000
9000
9000
9000
9000
9000
9000
9000
9000
9000
9000
9000
9000
8962
