6
16
1
5
7
536
14
9
6
4
60
62
2
1
3
99
8
4
9
9
5
1
34
63
70
10
17
1
7
1
6
160
4
123
37
1
25
5
5
56
8
1
2
9
290
7
1
68
99
23
