1
1
1
1
1
1
2
1
1
2
1
2
1
2
2
2
5
2
1
4
2
3
1
1
2
1
1
2
1
3
2
1
1
6
2
1
1
1
1
1
1
1
1
1
1
2
1
1
1
1
2
2
1
1
1
4
1
2
1
4
7
2
2
2
5
1
3
1
4
1
1
4
2
3
2
2
4
4
8
2
1
2
1
1
5
1
3
2
2
5
6
1
3
1
1
2
1
1
3
3
3
7
1
1
3
9
4
1
6
3
4
36
11
13
1
3
5
4
41
11
44
6
27
6
36
20
8
44
19
21
15
24
33
19
27
7
20
161
32
57
57
106
110
64
44
40
55
96
58
62
44
45
39
43
61
32
22
15
10
1
